Series Name,Series Code,Country Name,Country Code,2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Haiti,HTI,10.82600021,11.99699974,13.32400036,14.41600037,15.69099998,16.79999924,16.33600044,15.65699959,15.37899971,14.52799988,14.10000038,13.99600029,13.95100021,13.96199989,13.92500019,13.87699986,13.85999966,13.91499996,15.45100021,15.72599983
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Honduras,HND,4.019999981,5.300000191,5.989999771,4.909999847,3.569999933,3.210000038,3.160000086,3.289999962,4.119999886,4.46999979,3.75,5.650000095,7.079999924,6.150000095,6.730000019,5.53000021,5.650000095,5.699999809,8.373000145,8.512999535
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,"Hong Kong SAR, China",HKG,7.28000021,7.860000134,6.739999771,5.579999924,4.769999981,4.010000229,3.559999943,5.260000229,4.329999924,3.420000076,3.289999962,3.400000095,3.299999952,3.309999943,3.390000105,3.130000114,2.819999933,2.930000067,5.829999924,5.315000057
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Hungary,HUN,5.610000134,5.789999962,5.829999924,7.190000057,7.489999771,7.409999847,7.820000172,10.02999973,11.17000008,11.02999973,11,10.18000031,7.730000019,6.809999943,5.110000134,4.159999847,3.710000038,3.420000076,4.25,4.116000175
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Iceland,ISL,2.99000001,4,4.03000021,2.549999952,2.829999924,2.25,2.950000048,7.21999979,7.559999943,7.03000021,6,5.380000114,4.900000095,3.980000019,2.980000019,2.74000001,2.700000048,3.50999999,5.480000019,5.401000023
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,India,IND,5.53000021,5.643000126,5.629000187,5.612999916,5.600999832,5.572000027,5.414000034,5.544000149,5.546000004,5.426000118,5.414000034,5.423999786,5.43599987,5.434999943,5.422999859,5.357999802,5.329999924,5.269999981,7.997000217,5.978000164
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Indonesia,IDN,6.599999905,6.659999847,7.300000191,7.940000057,7.550000191,8.06000042,7.210000038,6.110000134,5.610000134,5.150000095,4.46999979,4.340000153,4.050000191,4.510000229,4.300000191,3.880000114,4.400000095,3.619999886,4.28000021,4.413000107
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,"Iran, Islamic Rep.",IRN,12.80000019,11.51000023,10.30000019,11.81000042,11.52000046,10.77000046,10.63000011,12.10999966,13.68000031,12.48999977,12.27000046,10.60000038,10.68000031,11.17000008,12.61999989,12.22999954,12.18999958,10.73999977,12.16899967,11.46100044
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Iraq,IRQ,8.852000237,8.819000244,8.607999802,8.706000328,8.652000427,8.649999619,8.484000206,8.392999649,8.251000404,8.121999741,7.960000038,9.263999939,10.59000015,10.72500038,10.81999969,13.02000046,12.9659996,12.86299992,14.0880003,14.19200039
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Ireland,IRL,4.21999979,4.480000019,4.489999771,4.340000153,4.409999847,4.980000019,6.769999981,12.60999966,14.52999973,15.35000038,15.44999981,13.72999954,11.85999966,9.909999847,8.369999886,6.710000038,5.739999771,4.949999809,5.619999886,6.632999897
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Israel,ISR,12.89000034,13.51000023,13.02999973,11.34000015,10.71000004,9.380000114,7.699999809,9.529999733,8.479999542,7.139999866,6.860000134,6.210000038,5.889999866,5.25,4.800000191,4.21999979,4,3.799999952,4.329999924,5.045000076
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Italy,ITA,9.210000038,8.869999886,7.869999886,7.730000019,6.78000021,6.079999924,6.71999979,7.75,8.359999657,8.359999657,10.64999962,12.14999962,12.68000031,11.89999962,11.68999958,11.21000004,10.60999966,9.949999809,9.159999847,9.833999634
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Jamaica,JAM,14.18999958,11.72999954,12.21000004,11.26000023,10.31999969,9.75,10.59000015,11.35999966,12.36999989,12.69999981,13.93000031,15.25,13.73999977,13.51000023,13.18999958,11.63000011,9.100000381,7.690000057,9.479999542,9.18200016
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Japan,JPN,5.389999866,5.25,4.730000019,4.449999809,4.190000057,3.890000105,4,5.070000172,5.099999905,4.550000191,4.360000134,4,3.599999905,3.400000095,3.099999905,2.799999952,2.400000095,2.400000095,2.799999952,2.799000025
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Jordan,JOR,15.30000019,14.5,14.57999992,14.80000019,14,13.10000038,12.69999981,12.89999962,12.5,12.89999962,12.19999981,12.60000038,11.89999962,13.07999992,15.27999973,18.13999939,18.27000046,16.80999947,19.02599907,19.25200081
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Kazakhstan,KAZ,9.329999924,8.779999733,8.399999619,8.130000114,7.789999962,7.260000229,6.630000114,6.550000191,5.769999981,5.389999866,5.289999962,5.199999809,5.059999943,4.929999828,4.960000038,4.900000095,4.849999905,4.800000191,4.889999866,4.900000095
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Kenya,KEN,2.996000051,2.969000101,2.941999912,2.924000025,2.907000065,2.891000032,2.915999889,2.884000063,2.838999987,2.836999893,2.83100009,2.808000088,2.795000076,2.77699995,2.75999999,3.513000011,4.249000072,5.010000229,5.729000092,5.742000103
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Kiribati,KIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,"Korea, Dem. People's Rep.",PRK,2.90199995,2.910000086,2.864000082,2.838999987,2.808000088,2.815999985,2.773000002,2.782000065,2.707999945,2.782000065,2.805999994,2.803999901,2.743999958,2.743999958,2.755000114,2.697999954,2.625999928,2.59100008,2.921000004,2.592000008
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,"Korea, Rep.",KOR,3.049999952,3.349999905,3.420000076,3.480000019,3.25,3.00999999,2.960000038,3.359999895,3.319999933,2.99000001,2.809999943,2.75,3.079999924,3.549999952,3.650000095,3.650000095,3.819999933,3.75,3.930000067,3.532000065
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Kuwait,KWT,1.100000024,1.299999952,1.700000048,1.495000005,1.299999952,1.5,1.75,1.639999986,1.820000052,2.038000107,2.319999933,2.622999907,2.900000095,2.200000048,2.160000086,2.197000027,2.164999962,2.167000055,3.539000034,3.713999987
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Kyrgyz Republic,KGZ,12.55000019,9.920000076,8.529999733,8.109999657,8.270000458,8.100000381,8.220000267,8.409999847,8.640000343,8.529999733,8.430000305,8.329999924,8.050000191,7.559999943,7.210000038,6.889999866,6.886000156,6.918000221,8.706000328,9.104000092
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Lao PDR,LAO,1.797000051,1.656999946,1.511999965,1.350000024,1.190000057,1.095000029,0.967999995,0.851000011,0.709999979,0.726999998,0.736999989,0.745999992,0.763000011,0.777999997,0.791999996,0.805000007,0.827000022,0.851999998,1.034000039,1.258000016
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Latvia,LVA,13.82999992,12.06000042,11.71000004,10.02999973,7.03000021,6.050000191,7.739999771,17.51000023,19.47999954,16.20999908,15.05000019,11.86999989,10.85000038,9.869999886,9.640000343,8.720000267,7.409999847,6.309999943,8.100000381,7.599999905
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Lebanon,LBN,8.088000298,7.987999916,7.849999905,8.279999733,8.682999611,8.979999542,7.671999931,6.349999905,6.842999935,7.386000156,7.84800005,8.31400013,8.809000015,9.317000389,9.782999992,10.27400017,10.79599953,11.35000038,13.29699993,14.48799992
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Lesotho,LSO,33.86000061,32.95500183,32.17599869,31.30999947,30.46199989,29.62299919,28.76000023,28.02499962,27.07900047,26.24399948,25.36899948,24.57999992,24.22100067,23.8409996,23.47500038,23.20000076,22.81299973,22.44000053,24.56299973,24.59799957
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Liberia,LBR,2.14199996,2.181999922,2.174000025,2.186000109,2.198999882,2.213000059,2.23300004,2.253000021,2.269999981,2.217999935,2.170000076,2.118999958,2.079999924,2.079999924,3.079999924,3.049000025,3.029999971,3.015000105,3.980000019,4.09499979
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Libya,LBY,19.64900017,19.45700073,19.51300049,19.39299965,19.41300011,19.375,19.375,19.37299919,19.26799965,19.38699913,19.03000069,19.45400047,19.46299934,19.53100014,19.52799988,19.37100029,19.45499992,19.65500069,20.06599998,19.58399963
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Lithuania,LTU,13.01000023,12.86999989,10.68000031,8.319999695,5.78000021,4.25,5.829999924,13.78999996,17.80999947,15.39000034,13.35999966,11.77000046,10.69999981,9.119999886,7.860000134,7.070000172,6.150000095,6.260000229,8.489999771,7.902999878
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Luxembourg,LUX,2.619999886,3.680000067,5.110000134,4.489999771,4.730000019,4.070000172,5.059999943,5.119999886,4.360000134,4.900000095,5.139999866,5.849999905,5.849999905,6.670000076,6.289999962,5.519999981,5.590000153,5.590000153,6.769999981,5.227000237
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,"Macao SAR, China",MAC,6.269999981,6,4.900000095,4.159999847,3.819999933,3.269999981,3,3.579999924,2.839999914,2.559999943,1.970000029,1.820000052,1.700000048,1.809999943,1.940000057,1.99000001,1.830000043,1.75,2.569999933,3.013999939
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Madagascar,MDG,5.354000092,5.010000229,3.832999945,2.619999886,2.938999891,3.260999918,3.582000017,3.974999905,4.28000021,2.444000006,0.600000024,0.995000005,1.389999986,1.789999962,1.804999948,1.822999954,1.843000054,1.856999993,2.473999977,2.594000101
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Malawi,MWI,5.813000202,5.803999901,5.818999767,5.842999935,5.848999977,5.836999893,5.861000061,5.872000217,5.894000053,5.920000076,5.952000141,5.949999809,5.897999763,5.863999844,5.816999912,5.760000229,5.757999897,5.751999855,6.701000214,7.020999908
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Malaysia,MYS,3.480000019,3.609999895,3.539999962,3.529999971,3.309999943,3.230000019,3.319999933,3.660000086,3.390000105,3.049999952,3.099999905,3.160000086,2.880000114,3.099999905,3.440000057,3.410000086,3.299999952,3.25999999,4.504000187,4.609000206
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Maldives,MDV,4.188000202,5.394000053,6.415999889,7.201000214,9.156000137,9.868000031,11.05599976,11.69999981,11.28800011,10.47200012,9.472000122,8.727000237,7.867000103,6.928999901,6.119999886,5.869999886,5.618999958,5.340000153,6.328000069,6.078000069
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Mali,MLI,7.164000034,7.897999763,8.75,9.68900013,10.69900036,11.71000004,10.49400043,9.286999702,8.069999695,6.900000095,6.650000095,6.349999905,6.380000114,7.730000019,7.570000172,7.409999847,7.427999973,7.441999912,7.696000099,7.71999979
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Malta,MLT,6.900000095,7.489999771,7.320000172,6.920000076,6.800000191,6.46999979,5.980000019,6.889999866,6.849999905,6.380000114,6.199999809,6.110000134,5.71999979,5.380000114,4.690000057,4,3.660000086,3.619999886,4.260000229,3.499000072
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Mauritania,MRT,9.819999695,9.788999557,9.81099987,9.791999817,9.732000351,9.876999855,9.87100029,9.873999596,9.862000465,9.857000351,9.859999657,9.956999779,10.05099964,10.13799953,10.26099968,10.34000015,10.38500023,10.39299965,11.27000046,11.4630003
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Mauritius,MUS,8.199999809,8.248999596,8.340000153,9.520000458,9.039999962,8.479999542,7.170000076,7.260000229,7.650000095,7.449999809,7.46999979,7.320000172,7.46999979,7.409999847,6.809999943,6.75,6.429999828,6.329999924,7.407000065,7.414000034
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Mexico,MEX,3,3.460000038,3.940000057,3.559999943,3.569999933,3.630000114,3.869999886,5.360000134,5.300000191,5.170000076,4.889999866,4.909999847,4.809999943,4.309999943,3.859999895,3.420000076,3.279999971,3.480000019,4.449999809,4.379000187
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Moldova,MDA,6.800000191,7.949999809,8.170000076,7.289999962,7.380000114,5.070000172,3.980000019,6.400000095,7.449999809,6.679999828,5.579999924,5.099999905,3.730000019,4.699999809,4.019999981,4.099999905,4.110000134,5.099999905,3.819999933,3.961999893
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Mongolia,MNG,6.199999809,6.800000191,6.822999954,7.039000034,7.125,7.199999809,5.559999943,5.860000134,6.550000191,4.769999981,3.900000095,4.230000019,4.800000191,4.860000134,7.239999771,6.360000134,5.380000114,5.43900013,7.010000229,7.081999779
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Montenegro,MNE,29.13400078,29.5189991,30.01000023,30.30999947,25.10300064,19.39999962,17.14999962,19.09000015,19.64999962,19.67000008,19.96999931,19.5,18,17.54000092,17.71999931,16.06999969,15.17000008,15.11999989,17.89999962,18.48699951
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Morocco,MAR,11.59000015,11.92000008,10.82999992,11.01000023,9.670000076,9.56000042,9.569999695,8.960000038,9.090000153,8.909999847,8.989999771,9.229999542,9.699999809,9.460000038,9.300000191,9.241999626,9.265000343,9.279999733,11.45400047,11.46700001
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Mozambique,MOZ,2.89199996,2.940000057,2.971999884,3.015000105,3.039000034,3.085000038,3.128999949,3.174999952,3.217000008,3.255000114,3.298000097,3.342000008,3.382999897,3.430000067,3.447000027,3.450999975,3.45600009,3.46600008,3.809999943,3.982000113
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Myanmar,MMR,0.671999991,0.660000026,0.666000009,0.66900003,0.676999986,0.689999998,0.708999991,0.711000025,0.72299999,0.76700002,0.753000021,0.746999979,0.754999995,0.769999981,1.177000046,1.559999943,0.870000005,0.5,1.057999969,2.173000097
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Namibia,NAM,21.22699928,21.71800041,22.09000015,22.21699905,22.1439991,22.15800095,22.18600082,22.20899963,22.12000084,19.45599937,16.77000046,19.03000069,18.52000046,20.9109993,23.35000038,21.63899994,19.87999916,19.98800087,21.44599915,21.6779995
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Nepal,NPL,1.54400003,1.595000029,1.55400002,1.457999945,1.393000007,1.33099997,1.330000043,1.550999999,1.820000052,2.029999971,2.329999924,2.551000118,2.944000006,3.099999905,2.868000031,3.318000078,3.193000078,3.096999884,4.723999977,5.052000046
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Netherlands,NLD,2.549999952,3.589999914,4.650000095,5.869999886,5,4.150000095,3.650000095,4.349999905,4.989999771,4.980000019,5.820000172,7.239999771,7.420000076,6.869999886,6.010000229,4.840000153,3.829999924,3.380000114,3.819999933,4.010000229
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,New Caledonia,NCL,16.93099976,16.50200081,16.30999947,15.84599972,15.21800041,14.83100033,14.57600021,13.97000027,13.80799961,14.07499981,14.35499954,14.4659996,14.59000015,14.72900009,14.69499969,14.78499985,14.84700012,14.90999985,16.42900085,16.5720005
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,New Zealand,NZL,5.28000021,4.75,4.010000229,3.809999943,3.859999895,3.660000086,4.170000076,6.119999886,6.559999943,6.489999771,6.929999828,5.840000153,5.429999828,5.409999847,5.150000095,4.739999771,4.329999924,4.110000134,4.590000153,4.124000072
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Nicaragua,NIC,7.578000069,7.599999905,6.409999847,5.369999886,5.309999943,4.889999866,6.199999809,8.159999847,7.829999924,6.495999813,5.210000038,5.28000021,4.519999981,4.699999809,3.900000095,3.299999952,5.199999809,5.210999966,6.078000069,5.956999779
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Niger,NER,1.889999986,2.319000006,2.747999907,3.099999905,2.648999929,2.203000069,1.710000038,1.26699996,0.778999984,0.319999993,2.180000067,1.368999958,0.519999981,0.529999971,0.533999979,0.541999996,0.545000017,0.55400002,0.624000013,0.750999987
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Nigeria,NGA,3.881999969,3.898999929,3.875999928,3.871000051,3.855999947,3.836999893,3.819000006,3.796000004,3.778000116,3.769999981,3.742000103,3.700000048,4.559999943,4.309999943,7.059999943,8.390000343,8.456000328,8.529999733,9.713999748,9.788000107
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,North Macedonia,MKD,31.94000053,36.68999863,37.15999985,37.25,36.02999878,34.93000031,33.75999832,32.18000031,32.02000046,31.37999916,31.02000046,29,28.03000069,26.06999969,23.71999931,22.37999916,20.73999977,17.26000023,17.20000076,16.20299911
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Norway,NOR,4.019999981,4.21999979,4.260000229,4.380000114,3.400000095,2.49000001,2.549999952,3.099999905,3.519999981,3.210000038,3.119999886,3.420000076,3.480000019,4.300000191,4.679999828,4.159999847,3.799999952,3.690000057,4.420000076,4.985000134
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Oman,OMN,4.204999924,4.230999947,4.184000015,4.181000233,4.153999805,4.178999901,4.139999866,4.051000118,3.990999937,3.86500001,3.678999901,3.61500001,3.542999983,3.39199996,3.269999981,2.565000057,1.799999952,1.84800005,2.940000057,3.121999979
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Pakistan,PAK,0.547999978,0.589999974,0.612999976,0.592999995,0.579999983,0.400000006,0.419999987,0.540000021,0.649999976,0.800000012,1.847000003,2.950000048,1.830000043,3.569999933,3.779000044,3.915999889,4.079999924,3.542000055,4.302999973,4.352000237
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Panama,PAN,3.785000086,3.790999889,3.739000082,3.753000021,3.700000048,3.684999943,3.743000031,3.851999998,3.720000029,2.378999949,2.388999939,2.285000086,2.707000017,2.976999998,3.263000011,3.858999968,3.832999945,4.725999832,12.85400009,12.0880003
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Papua New Guinea,PNG,2.733999968,2.621000051,2.540999889,2.40899992,2.355000019,2.244999886,2.311000109,2.121999979,2,2.619999886,2.54399991,2.546000004,2.375,2.476000071,2.483999968,2.506999969,2.563999891,2.448999882,2.595000029,2.752000093
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Paraguay,PRY,9.390000343,6.809999943,6.510000229,4.820000172,5.28000021,4.710000038,4.420000076,5.460000038,4.570000172,4.670000076,4.090000153,4.380000114,5.03000021,4.559999943,5.25,4.610000134,6.21999979,6.590000153,7.550000191,7.205999851
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Peru,PER,4.840000153,4.150000095,4.699999809,4.880000114,4.179999828,4.039999962,4.039999962,3.980000019,3.579999924,3.480000019,3.24000001,3.569999933,3.210000038,3.269999981,3.74000001,3.690000057,3.49000001,3.380000114,7.179999828,4.833000183
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Philippines,PHL,3.625999928,3.529999971,3.549999952,3.799999952,4.050000191,3.430000067,3.720000029,3.859999895,3.609999895,3.589999914,3.5,3.5,3.599999905,3.069999933,2.700000048,2.549999952,2.339999914,2.24000001,2.519999981,2.405999899
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Poland,POL,19.88999939,19.37000084,19.06999969,17.75,13.84000015,9.600000381,7.119999886,8.170000076,9.640000343,9.630000114,10.09000015,10.32999992,8.989999771,7.5,6.159999847,4.889999866,3.849999905,3.279999971,3.160000086,3.368000031
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Portugal,PRT,4.5,6.130000114,6.320000172,7.579999924,7.650000095,7.960000038,7.550000191,9.430000305,10.77000046,12.68000031,15.52999973,16.18000031,13.89000034,12.43999958,11.06999969,8.869999886,6.989999771,6.460000038,6.789999962,6.646999836
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Puerto Rico,PRI,11.93999958,11.77999973,10.31000042,11.35000038,11.01000023,10.93000031,11.47999954,15,16.10000038,15.69999981,14.5,14.30000019,13.89999962,12,11.80000019,10.80000019,9.199999809,8.300000191,8.890000343,8.270999908
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Qatar,QAT,0.851000011,0.856000006,0.860000014,0.86500001,0.870000005,0.519999981,0.310000002,0.310000002,0.449999988,0.560000002,0.479999989,0.280000001,0.200000003,0.170000002,0.150000006,0.140000001,0.109999999,0.100000001,0.214000002,0.257999986
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Romania,ROU,8.109999657,6.949999809,7.71999979,7.170000076,7.269999981,6.409999847,5.789999962,6.860000134,6.960000038,7.179999828,6.789999962,7.099999905,6.800000191,6.809999943,5.900000095,4.929999828,4.190000057,3.910000086,5.03000021,5.169000149
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Russian Federation,RUS,7.880000114,8.210000038,7.760000229,7.119999886,7.059999943,6,6.210000038,8.300000191,7.369999886,6.539999962,5.440000057,5.460000038,5.159999847,5.570000172,5.559999943,5.210000038,4.849999905,4.5,5.590000153,5.010000229
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Rwanda,RWA,0.889999986,0.939999998,0.948000014,0.963999987,0.986000001,1.011999965,1.024000049,1.059999943,1.077999949,1.098999977,1.118000031,1.15199995,1.169999957,1.148000002,1.144000053,1.136999965,1.110999942,1.09800005,1.485000014,1.606999993
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Samoa,WSM,5.096000195,5.156000137,5.217000008,5.294000149,5.421999931,5.360000134,5.580999851,5.828000069,5.728000164,5.679999828,8.75,8.666999817,8.720000267,8.501000404,8.30700016,8.578000069,8.68599987,8.406000137,9.149000168,9.836999893
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Sao Tome and Principe,STP,17.62999916,16.36000061,16.12000084,16.46999931,16.64999962,16.23399925,15.63099957,15.19900036,14.60499954,14.1079998,13.59000015,13.64900017,13.70499992,13.8210001,13.89400005,13.97399998,14.06099987,14.14400005,15.74600029,15.9090004
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Saudi Arabia,SAU,5.269999981,5.559999943,5.820000172,6.050000191,6.25,5.730000019,5.079999924,5.380000114,5.550000191,5.769999981,5.519999981,5.570000172,5.71999979,5.590000153,5.650000095,5.889999866,6.039999962,5.672999859,7.449999809,7.357999802
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Senegal,SEN,5.650000095,6.688000202,7.793000221,8.895999908,10.02999973,10.08399963,10.13300037,10.21100044,10.26399994,10.35999966,9.437999725,8.578000069,7.645999908,6.760000229,4.460000038,3.690000057,3.275000095,2.859999895,3.622999907,3.72300005
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Serbia,SRB,13.80000019,15.19999981,18.5,20.85000038,20.85000038,18.05999947,13.69999981,16.13999939,19.21999931,22.96999931,24,22.14999962,19.21999931,17.65999985,15.26000023,13.47999954,12.72999954,10.39000034,9.010000229,11.80700016
