Series Name,Series Name,Country Name,Country Code,2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
A woman can get a job in the same way as a man (1=yes; 0=no),SG.GET.JOBS.EQ,Afghanistan,AFG,1,1,1,1,1,1,1,1,1,1
A woman can register a business in the same way as a man (1=yes; 0=no),SG.BUS.REGT.EQ,Timor-Leste,TLS,1,1,1,1,1,1,1,1,1,1
A woman can register a business in the same way as a man (1=yes; 0=no),SG.BUS.REGT.EQ,Togo,TGO,1,1,1,1,1,1,1,1,1,1
A woman can register a business in the same way as a man (1=yes; 0=no),SG.BUS.REGT.EQ,Tonga,TON,1,1,1,1,1,1,1,1,1,1
A woman can register a business in the same way as a man (1=yes; 0=no),SG.BUS.REGT.EQ,Trinidad and Tobago,TTO,1,1,1,1,1,1,1,1,1,1
A woman can register a business in the same way as a man (1=yes; 0=no),SG.BUS.REGT.EQ,Tunisia,TUN,1,1,1,1,1,1,1,1,1,1
A woman can register a business in the same way as a man (1=yes; 0=no),SG.BUS.REGT.EQ,Turkey,TUR,1,1,1,1,1,1,1,1,1,1
A woman can register a business in the same way as a man (1=yes; 0=no),SG.BUS.REGT.EQ,Turkmenistan,TKM,..,..,..,..,..,..,..,..,..,..
A woman can register a business in the same way as a man (1=yes; 0=no),SG.BUS.REGT.EQ,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..
A woman can register a business in the same way as a man (1=yes; 0=no),SG.BUS.REGT.EQ,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..
A woman can register a business in the same way as a man (1=yes; 0=no),SG.BUS.REGT.EQ,Uganda,UGA,1,1,1,1,1,1,1,1,1,1
A woman can register a business in the same way as a man (1=yes; 0=no),SG.BUS.REGT.EQ,Ukraine,UKR,1,1,1,1,1,1,1,1,1,1
A woman can register a business in the same way as a man (1=yes; 0=no),SG.BUS.REGT.EQ,United Arab Emirates,ARE,1,1,1,1,1,1,1,1,1,1
A woman can register a business in the same way as a man (1=yes; 0=no),SG.BUS.REGT.EQ,United Kingdom,GBR,1,1,1,1,1,1,1,1,1,1
A woman can register a business in the same way as a man (1=yes; 0=no),SG.BUS.REGT.EQ,United States,USA,1,1,1,1,1,1,1,1,1,1
A woman can register a business in the same way as a man (1=yes; 0=no),SG.BUS.REGT.EQ,Uruguay,URY,1,1,1,1,1,1,1,1,1,1
A woman can register a business in the same way as a man (1=yes; 0=no),SG.BUS.REGT.EQ,Uzbekistan,UZB,1,1,1,1,1,1,1,1,1,1
A woman can register a business in the same way as a man (1=yes; 0=no),SG.BUS.REGT.EQ,Vanuatu,VUT,1,1,1,1,1,1,1,1,1,1
A woman can register a business in the same way as a man (1=yes; 0=no),SG.BUS.REGT.EQ,"Venezuela, RB",VEN,1,1,1,1,1,1,1,1,1,1
A woman can register a business in the same way as a man (1=yes; 0=no),SG.BUS.REGT.EQ,Vietnam,VNM,1,1,1,1,1,1,1,1,1,1
A woman can register a business in the same way as a man (1=yes; 0=no),SG.BUS.REGT.EQ,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..
A woman can register a business in the same way as a man (1=yes; 0=no),SG.BUS.REGT.EQ,West Bank and Gaza,PSE,1,1,1,1,1,1,1,1,1,1
A woman can register a business in the same way as a man (1=yes; 0=no),SG.BUS.REGT.EQ,"Yemen, Rep.",YEM,1,1,1,1,1,1,1,1,1,1
A woman can register a business in the same way as a man (1=yes; 0=no),SG.BUS.REGT.EQ,Zambia,ZMB,1,1,1,1,1,1,1,1,1,1
A woman can register a business in the same way as a man (1=yes; 0=no),SG.BUS.REGT.EQ,Zimbabwe,ZWE,1,1,1,1,1,1,1,1,1,1
A woman can register a business in the same way as a man (1=yes; 0=no),SG.BUS.REGT.EQ,Africa Eastern and Southern,AFE,..,..,..,..,..,..,..,..,..,..
A woman can register a business in the same way as a man (1=yes; 0=no),SG.BUS.REGT.EQ,Africa Western and Central,AFW,..,..,..,..,..,..,..,..,..,..
A woman can register a business in the same way as a man (1=yes; 0=no),SG.BUS.REGT.EQ,Arab World,ARB,..,..,..,..,..,..,..,..,..,..
A woman can register a business in the same way as a man (1=yes; 0=no),SG.BUS.REGT.EQ,Caribbean small states,CSS,..,..,..,..,..,..,..,..,..,..
A woman can register a business in the same way as a man (1=yes; 0=no),SG.BUS.REGT.EQ,Central Europe and the Baltics,CEB,..,..,..,..,..,..,..,..,..,..
A woman can register a business in the same way as a man (1=yes; 0=no),SG.BUS.REGT.EQ,Early-demographic dividend,EAR,..,..,..,..,..,..,..,..,..,..
A woman can register a business in the same way as a man (1=yes; 0=no),SG.BUS.REGT.EQ,East Asia & Pacific,EAS,..,..,..,..,..,..,..,..,..,..
A woman can register a business in the same way as a man (1=yes; 0=no),SG.BUS.REGT.EQ,East Asia & Pacific (excluding high income),EAP,..,..,..,..,..,..,..,..,..,..
A woman can register a business in the same way as a man (1=yes; 0=no),SG.BUS.REGT.EQ,East Asia & Pacific (IDA & IBRD),TEA,..,..,..,..,..,..,..,..,..,..
A woman can register a business in the same way as a man (1=yes; 0=no),SG.BUS.REGT.EQ,Euro area,EMU,..,..,..,..,..,..,..,..,..,..
A woman can register a business in the same way as a man (1=yes; 0=no),SG.BUS.REGT.EQ,Europe & Central Asia,ECS,..,..,..,..,..,..,..,..,..,..
A woman can register a business in the same way as a man (1=yes; 0=no),SG.BUS.REGT.EQ,Europe & Central Asia (excluding high income),ECA,..,..,..,..,..,..,..,..,..,..
A woman can register a business in the same way as a man (1=yes; 0=no),SG.BUS.REGT.EQ,Europe & Central Asia (IDA & IBRD),TEC,..,..,..,..,..,..,..,..,..,..
A woman can register a business in the same way as a man (1=yes; 0=no),SG.BUS.REGT.EQ,European Union,EUU,..,..,..,..,..,..,..,..,..,..
A woman can register a business in the same way as a man (1=yes; 0=no),SG.BUS.REGT.EQ,Fragile and conflict affected situations,FCS,..,..,..,..,..,..,..,..,..,..
A woman can register a business in the same way as a man (1=yes; 0=no),SG.BUS.REGT.EQ,Heavily indebted poor countries (HIPC),HPC,..,..,..,..,..,..,..,..,..,..
A woman can register a business in the same way as a man (1=yes; 0=no),SG.BUS.REGT.EQ,High income,HIC,..,..,..,..,..,..,..,..,..,..
A woman can register a business in the same way as a man (1=yes; 0=no),SG.BUS.REGT.EQ,IBRD only,IBD,..,..,..,..,..,..,..,..,..,..
A woman can register a business in the same way as a man (1=yes; 0=no),SG.BUS.REGT.EQ,IDA & IBRD total,IBT,..,..,..,..,..,..,..,..,..,..
A woman can register a business in the same way as a man (1=yes; 0=no),SG.BUS.REGT.EQ,IDA blend,IDB,..,..,..,..,..,..,..,..,..,..
A woman can register a business in the same way as a man (1=yes; 0=no),SG.BUS.REGT.EQ,IDA only,IDX,..,..,..,..,..,..,..,..,..,..
A woman can register a business in the same way as a man (1=yes; 0=no),SG.BUS.REGT.EQ,IDA total,IDA,..,..,..,..,..,..,..,..,..,..
A woman can register a business in the same way as a man (1=yes; 0=no),SG.BUS.REGT.EQ,Late-demographic dividend,LTE,..,..,..,..,..,..,..,..,..,..
A woman can register a business in the same way as a man (1=yes; 0=no),SG.BUS.REGT.EQ,Latin America & Caribbean,LCN,..,..,..,..,..,..,..,..,..,..
A woman can register a business in the same way as a man (1=yes; 0=no),SG.BUS.REGT.EQ,Latin America & Caribbean (excluding high income),LAC,..,..,..,..,..,..,..,..,..,..
A woman can register a business in the same way as a man (1=yes; 0=no),SG.BUS.REGT.EQ,Latin America & Caribbean (IDA & IBRD),TLA,..,..,..,..,..,..,..,..,..,..
A woman can register a business in the same way as a man (1=yes; 0=no),SG.BUS.REGT.EQ,Least developed countries: UN classification,LDC,..,..,..,..,..,..,..,..,..,..
A woman can register a business in the same way as a man (1=yes; 0=no),SG.BUS.REGT.EQ,Low & middle income,LMY,..,..,..,..,..,..,..,..,..,..
A woman can register a business in the same way as a man (1=yes; 0=no),SG.BUS.REGT.EQ,Low income,LIC,..,..,..,..,..,..,..,..,..,..
A woman can register a business in the same way as a man (1=yes; 0=no),SG.BUS.REGT.EQ,Lower middle income,LMC,..,..,..,..,..,..,..,..,..,..
A woman can register a business in the same way as a man (1=yes; 0=no),SG.BUS.REGT.EQ,Middle East & North Africa,MEA,..,..,..,..,..,..,..,..,..,..
A woman can register a business in the same way as a man (1=yes; 0=no),SG.BUS.REGT.EQ,Middle East & North Africa (excluding high income),MNA,..,..,..,..,..,..,..,..,..,..
A woman can register a business in the same way as a man (1=yes; 0=no),SG.BUS.REGT.EQ,Middle East & North Africa (IDA & IBRD),TMN,..,..,..,..,..,..,..,..,..,..
A woman can register a business in the same way as a man (1=yes; 0=no),SG.BUS.REGT.EQ,Middle income,MIC,..,..,..,..,..,..,..,..,..,..
A woman can register a business in the same way as a man (1=yes; 0=no),SG.BUS.REGT.EQ,North America,NAC,..,..,..,..,..,..,..,..,..,..
A woman can register a business in the same way as a man (1=yes; 0=no),SG.BUS.REGT.EQ,OECD members,OED,..,..,..,..,..,..,..,..,..,..
A woman can register a business in the same way as a man (1=yes; 0=no),SG.BUS.REGT.EQ,Other small states,OSS,..,..,..,..,..,..,..,..,..,..
A woman can register a business in the same way as a man (1=yes; 0=no),SG.BUS.REGT.EQ,Pacific island small states,PSS,..,..,..,..,..,..,..,..,..,..
A woman can register a business in the same way as a man (1=yes; 0=no),SG.BUS.REGT.EQ,Post-demographic dividend,PST,..,..,..,..,..,..,..,..,..,..
A woman can register a business in the same way as a man (1=yes; 0=no),SG.BUS.REGT.EQ,Pre-demographic dividend,PRE,..,..,..,..,..,..,..,..,..,..
A woman can register a business in the same way as a man (1=yes; 0=no),SG.BUS.REGT.EQ,Small states,SST,..,..,..,..,..,..,..,..,..,..
A woman can register a business in the same way as a man (1=yes; 0=no),SG.BUS.REGT.EQ,South Asia,SAS,..,..,..,..,..,..,..,..,..,..
A woman can register a business in the same way as a man (1=yes; 0=no),SG.BUS.REGT.EQ,South Asia (IDA & IBRD),TSA,..,..,..,..,..,..,..,..,..,..
A woman can register a business in the same way as a man (1=yes; 0=no),SG.BUS.REGT.EQ,Sub-Saharan Africa,SSF,..,..,..,..,..,..,..,..,..,..
A woman can register a business in the same way as a man (1=yes; 0=no),SG.BUS.REGT.EQ,Sub-Saharan Africa (excluding high income),SSA,..,..,..,..,..,..,..,..,..,..
A woman can register a business in the same way as a man (1=yes; 0=no),SG.BUS.REGT.EQ,Sub-Saharan Africa (IDA & IBRD),TSS,..,..,..,..,..,..,..,..,..,..
A woman can register a business in the same way as a man (1=yes; 0=no),SG.BUS.REGT.EQ,Upper middle income,UMC,..,..,..,..,..,..,..,..,..,..
A woman can register a business in the same way as a man (1=yes; 0=no),SG.BUS.REGT.EQ,World,WLD,..,..,..,..,..,..,..,..,..,..
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Afghanistan,AFG,0,0,0,0,0,0,0,0,0,0
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Albania,ALB,1,1,1,1,1,1,1,1,1,1
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Algeria,DZA,0,0,0,0,0,0,0,0,0,0
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Andorra,AND,..,..,..,..,..,..,..,..,..,..
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Angola,AGO,1,1,1,1,1,1,1,1,1,1
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Antigua and Barbuda,ATG,0,0,0,0,0,0,0,0,0,0
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Argentina,ARG,0,0,0,0,0,0,0,0,0,0
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Armenia,ARM,0,0,0,0,0,0,0,0,0,0
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Aruba,ABW,..,..,..,..,..,..,..,..,..,..
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Australia,AUS,1,1,1,1,1,1,1,1,1,1
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Austria,AUT,1,1,1,1,1,1,1,1,1,1
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Azerbaijan,AZE,1,1,1,1,1,1,1,1,1,1
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,"Bahamas, The",BHS,0,0,0,0,0,0,0,0,0,0
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Bahrain,BHR,0,0,0,0,0,0,0,0,1,1
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Bangladesh,BGD,0,0,0,0,0,0,0,0,0,0
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Barbados,BRB,0,0,0,0,0,0,0,0,0,0
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Belarus,BLR,0,0,0,0,0,0,0,0,0,0
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Belgium,BEL,1,1,1,1,1,1,1,1,1,1
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Belize,BLZ,0,0,0,0,0,0,0,0,0,0
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Benin,BEN,0,0,0,0,0,0,0,0,0,0
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Bhutan,BTN,0,0,0,0,0,0,0,0,0,0
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Bolivia,BOL,1,1,1,1,1,1,1,1,1,1
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Bosnia and Herzegovina,BIH,1,1,1,1,1,1,1,1,1,1
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Botswana,BWA,0,0,0,0,0,0,0,0,0,0
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Brazil,BRA,0,0,0,0,0,0,0,0,0,0
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Brunei Darussalam,BRN,0,0,0,0,0,0,0,0,0,0
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Bulgaria,BGR,1,1,1,1,1,1,1,1,1,1
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Burkina Faso,BFA,0,0,0,0,0,0,1,1,1,1
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Burundi,BDI,0,0,0,0,0,0,0,0,0,0
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Cabo Verde,CPV,1,1,1,1,1,1,1,1,1,1
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Cambodia,KHM,1,1,1,1,1,1,1,1,1,1
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Cameroon,CMR,0,0,0,0,0,0,0,0,0,0
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Canada,CAN,1,1,1,1,1,1,1,1,1,1
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Central African Republic,CAF,0,0,0,0,0,0,0,0,0,0
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Chad,TCD,0,0,0,0,0,0,0,0,0,0
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Chile,CHL,0,0,0,0,0,0,0,0,0,0
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,China,CHN,0,0,0,0,0,0,0,0,0,0
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Colombia,COL,0,0,0,0,0,0,0,0,0,0
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Comoros,COM,0,0,0,0,0,0,0,0,0,0
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,"Congo, Dem. Rep.",COD,0,0,0,0,1,1,1,1,1,1
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,"Congo, Rep.",COG,0,0,0,0,0,0,0,0,0,0
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Costa Rica,CRI,0,0,0,0,0,0,0,0,0,0
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Cote d'Ivoire,CIV,0,0,0,0,0,0,0,0,0,0
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Croatia,HRV,1,1,1,1,1,1,1,1,1,1
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Cuba,CUB,..,..,..,..,..,..,..,..,..,..
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Curacao,CUW,..,..,..,..,..,..,..,..,..,..
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Cyprus,CYP,1,1,1,1,1,1,1,1,1,1
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Czech Republic,CZE,1,1,1,1,1,1,1,1,1,1
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Denmark,DNK,1,1,1,1,1,1,1,1,1,1
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Djibouti,DJI,1,1,1,1,1,1,1,1,1,1
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Dominica,DMA,0,0,0,0,0,0,0,0,0,0
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Dominican Republic,DOM,0,0,0,1,1,1,1,1,1,1
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Ecuador,ECU,0,0,0,0,0,0,0,0,0,0
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,"Egypt, Arab Rep.",EGY,0,0,0,0,0,0,0,0,0,1
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,El Salvador,SLV,1,1,1,1,1,1,1,1,1,1
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Equatorial Guinea,GNQ,0,0,0,0,0,0,0,0,0,0
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Eritrea,ERI,0,0,0,0,0,0,0,0,0,0
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Estonia,EST,1,1,1,1,1,1,1,1,1,1
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Eswatini,SWZ,0,0,0,0,0,0,0,0,0,0
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Ethiopia,ETH,0,0,0,0,0,0,0,0,0,0
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Fiji,FJI,0,0,0,0,0,0,0,0,0,0
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Finland,FIN,1,1,1,1,1,1,1,1,1,1
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,France,FRA,1,1,1,1,1,1,1,1,1,1
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Gabon,GAB,0,0,0,0,0,0,0,0,0,1
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,"Gambia, The",GMB,0,0,0,0,0,0,0,0,0,0
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Georgia,GEO,0,0,0,0,0,0,0,1,1,1
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Germany,DEU,1,1,1,1,1,1,1,1,1,1
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Ghana,GHA,0,0,0,0,0,0,0,0,0,0
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Greece,GRC,1,1,1,1,1,1,1,1,1,1
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Greenland,GRL,..,..,..,..,..,..,..,..,..,..
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Grenada,GRD,0,0,0,0,0,0,0,0,0,0
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Guam,GUM,..,..,..,..,..,..,..,..,..,..
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Guatemala,GTM,0,0,0,0,0,0,0,0,0,0
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Guinea,GIN,0,0,0,0,0,1,1,1,1,1
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Guinea-Bissau,GNB,0,0,0,0,0,0,0,0,0,0
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Guyana,GUY,1,1,1,1,1,1,1,1,1,1
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Haiti,HTI,0,0,0,0,0,0,0,0,0,0
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Honduras,HND,1,1,1,1,1,1,1,1,1,1
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,"Hong Kong SAR, China",HKG,1,1,1,1,1,1,1,1,1,1
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Hungary,HUN,1,1,1,1,1,1,1,1,1,1
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Iceland,ISL,0,0,0,0,1,1,1,1,1,1
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,India,IND,0,0,0,0,0,0,0,0,0,0
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Indonesia,IDN,0,0,0,0,0,0,0,0,0,0
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,"Iran, Islamic Rep.",IRN,0,0,0,0,0,0,0,0,0,0
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Iraq,IRQ,0,0,0,0,0,0,0,0,0,0
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Ireland,IRL,1,1,1,1,1,1,1,1,1,1
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Israel,ISR,1,1,1,1,1,1,1,1,1,1
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Italy,ITA,1,1,1,1,1,1,1,1,1,1
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Jamaica,JAM,0,0,0,0,0,0,0,0,0,0
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Japan,JPN,0,0,0,0,0,0,0,0,0,0
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Jordan,JOR,0,0,0,0,0,0,0,0,1,1
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Kazakhstan,KAZ,0,0,0,0,0,0,0,0,0,0
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Kenya,KEN,0,0,0,0,0,0,0,0,0,0
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Kiribati,KIR,0,0,0,0,0,0,0,0,0,0
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,"Korea, Rep.",KOR,0,0,0,0,0,0,0,0,0,0
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Kosovo,XKX,1,1,1,1,1,1,1,1,1,1
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Kuwait,KWT,0,0,0,0,0,0,0,0,0,0
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Kyrgyz Republic,KGZ,1,1,1,1,1,1,1,1,1,1
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Lao PDR,LAO,1,1,1,1,1,1,1,1,1,1
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Latvia,LVA,1,1,1,1,1,1,1,1,1,1
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Lebanon,LBN,0,0,0,0,0,0,0,0,0,0
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Lesotho,LSO,0,0,0,0,0,0,0,0,0,0
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Liberia,LBR,0,0,0,0,0,0,0,0,0,0
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Libya,LBY,0,0,0,0,0,0,0,0,0,0
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..
A woman can sign a contract in the same way as a man (1=yes; 0=no),SG.CNT.SIGN.EQ,Lithuania,LTU,1,1,1,1,1,1,1,1,1,1
